[00:00:01] Step 94  | Risk: 0.3400 | Alert: HEALTHY  | Failure: None            | Air: 298.2 | ProcT: 311.4 | RPM: 1453 | Torque: 39.0 | Wear: 76
[00:00:27] Step 111 | Risk: 0.3107 | Alert: HEALTHY  | Failure: None            | Air: 301.7 | ProcT: 308.3 | RPM: 1454 | Torque: 41.7 | Wear: 70
[00:00:29] Step 112 | Risk: 0.5634 | Alert: HEALTHY  | Failure: None            | Air: 301.2 | ProcT: 308.9 | RPM: 1456 | Torque: 38.6 | Wear: 72
[00:00:31] Step 113 | Risk: 0.6190 | Alert: WARNING  | Failure: TWF             | Air: 301.3 | ProcT: 309.5 | RPM: 1515 | Torque: 38.8 | Wear: 74
[00:00:33] Step 114 | Risk: 0.7509 | Alert: WARNING  | Failure: HDF             | Air: 299.7 | ProcT: 310.5 | RPM: 1461 | Torque: 39.3 | Wear: 76
[00:00:34] Step 115 | Risk: 0.8051 | Alert: CRITICAL | Failure: TWF             | Air: 301.9 | ProcT: 311.0 | RPM: 1539 | Torque: 39.8 | Wear: 78
[00:00:35] Step 116 | Risk: 0.4857 | Alert: WARNING  | Failure: TWF             | Air: 300.2 | ProcT: 309.6 | RPM: 1458 | Torque: 40.8 | Wear: 80
[00:00:36] Step 117 | Risk: 0.3226 | Alert: HEALTHY  | Failure: None            | Air: 299.2 | ProcT: 309.7 | RPM: 1456 | Torque: 39.0 | Wear: 82
[00:00:38] Step 118 | Risk: 0.3227 | Alert: HEALTHY  | Failure: None            | Air: 301.2 | ProcT: 310.8 | RPM: 1535 | Torque: 41.3 | Wear: 84
[00:00:40] Step 119 | Risk: 0.4013 | Alert: HEALTHY  | Failure: None            | Air: 301.4 | ProcT: 311.0 | RPM: 1471 | Torque: 41.0 | Wear: 86
[00:00:42] Step 120 | Risk: 0.3913 | Alert: HEALTHY  | Failure: None            | Air: 300.1 | ProcT: 308.1 | RPM: 1460 | Torque: 39.3 | Wear: 88
[00:00:43] Step 121 | Risk: 0.1368 | Alert: HEALTHY  | Failure: None            | Air: 300.1 | ProcT: 308.2 | RPM: 1462 | Torque: 39.5 | Wear: 50
[00:00:45] Step 122 | Risk: 0.2956 | Alert: HEALTHY  | Failure: None            | Air: 298.1 | ProcT: 310.9 | RPM: 1498 | Torque: 41.0 | Wear: 52
[00:00:47] Step 123 | Risk: 0.2965 | Alert: HEALTHY  | Failure: None            | Air: 299.8 | ProcT: 309.6 | RPM: 1458 | Torque: 40.1 | Wear: 54
[00:00:48] Step 124 | Risk: 0.5733 | Alert: HEALTHY  | Failure: None            | Air: 300.6 | ProcT: 311.7 | RPM: 1541 | Torque: 39.5 | Wear: 56
[00:00:50] Step 125 | Risk: 0.3310 | Alert: HEALTHY  | Failure: None            | Air: 301.3 | ProcT: 308.0 | RPM: 1525 | Torque: 40.2 | Wear: 58
[00:00:51] Step 126 | Risk: 0.6465 | Alert: WARNING  | Failure: HDF             | Air: 298.5 | ProcT: 310.9 | RPM: 1479 | Torque: 41.6 | Wear: 60
[00:00:53] Step 127 | Risk: 0.3213 | Alert: HEALTHY  | Failure: None            | Air: 300.7 | ProcT: 309.1 | RPM: 1462 | Torque: 40.5 | Wear: 62
[00:00:54] Step 128 | Risk: 0.4769 | Alert: HEALTHY  | Failure: None            | Air: 301.6 | ProcT: 309.7 | RPM: 1458 | Torque: 40.2 | Wear: 64
[00:00:56] Step 129 | Risk: 0.4405 | Alert: HEALTHY  | Failure: None            | Air: 299.3 | ProcT: 311.2 | RPM: 1516 | Torque: 41.3 | Wear: 66
[00:00:58] Step 130 | Risk: 0.7260 | Alert: WARNING  | Failure: TWF             | Air: 301.2 | ProcT: 311.9 | RPM: 1531 | Torque: 38.7 | Wear: 68
[00:00:59] Step 131 | Risk: 0.5779 | Alert: WARNING  | Failure: TWF             | Air: 301.1 | ProcT: 310.0 | RPM: 1516 | Torque: 41.6 | Wear: 70
[00:01:00] Step 132 | Risk: 0.2990 | Alert: HEALTHY  | Failure: None            | Air: 300.2 | ProcT: 308.5 | RPM: 1528 | Torque: 40.7 | Wear: 72
[00:01:02] Step 133 | Risk: 0.1080 | Alert: HEALTHY  | Failure: None            | Air: 299.4 | ProcT: 309.6 | RPM: 1538 | Torque: 40.4 | Wear: 74
[00:01:04] Step 134 | Risk: 0.1011 | Alert: HEALTHY  | Failure: None            | Air: 300.2 | ProcT: 308.7 | RPM: 1482 | Torque: 39.4 | Wear: 76
[00:01:05] Step 135 | Risk: 0.3777 | Alert: HEALTHY  | Failure: None            | Air: 301.3 | ProcT: 310.2 | RPM: 1503 | Torque: 38.9 | Wear: 78
[00:01:07] Step 136 | Risk: 0.2989 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 309.0 | RPM: 1519 | Torque: 41.1 | Wear: 80
[00:01:08] Step 137 | Risk: 0.6244 | Alert: WARNING  | Failure: OSF             | Air: 298.4 | ProcT: 312.0 | RPM: 1532 | Torque: 41.3 | Wear: 82
[00:01:10] Step 138 | Risk: 0.3478 | Alert: HEALTHY  | Failure: None            | Air: 300.6 | ProcT: 309.5 | RPM: 1456 | Torque: 39.0 | Wear: 84
[00:01:11] Step 139 | Risk: 0.3609 | Alert: HEALTHY  | Failure: None            | Air: 298.6 | ProcT: 310.5 | RPM: 1497 | Torque: 40.4 | Wear: 86
[00:01:12] Step 140 | Risk: 0.0832 | Alert: HEALTHY  | Failure: None            | Air: 298.2 | ProcT: 311.6 | RPM: 1519 | Torque: 38.6 | Wear: 88
[00:01:14] Step 141 | Risk: 0.0822 | Alert: HEALTHY  | Failure: None            | Air: 299.0 | ProcT: 310.0 | RPM: 1457 | Torque: 38.4 | Wear: 50
[00:01:15] Step 142 | Risk: 0.1068 | Alert: HEALTHY  | Failure: None            | Air: 298.1 | ProcT: 311.6 | RPM: 1517 | Torque: 40.9 | Wear: 52
[00:01:17] Step 143 | Risk: 0.0576 | Alert: HEALTHY  | Failure: None            | Air: 298.4 | ProcT: 308.1 | RPM: 1464 | Torque: 39.3 | Wear: 54
[00:01:18] Step 144 | Risk: 0.1593 | Alert: HEALTHY  | Failure: None            | Air: 299.1 | ProcT: 309.7 | RPM: 1545 | Torque: 39.9 | Wear: 56
[00:01:20] Step 145 | Risk: 0.4070 | Alert: HEALTHY  | Failure: None            | Air: 300.2 | ProcT: 311.8 | RPM: 1475 | Torque: 40.9 | Wear: 58
[00:01:22] Step 146 | Risk: 0.4829 | Alert: HEALTHY  | Failure: None            | Air: 301.8 | ProcT: 310.7 | RPM: 1471 | Torque: 41.6 | Wear: 60
[00:01:23] Step 147 | Risk: 0.3881 | Alert: HEALTHY  | Failure: None            | Air: 300.6 | ProcT: 308.6 | RPM: 1466 | Torque: 38.1 | Wear: 62
[00:01:24] Step 148 | Risk: 0.2948 | Alert: HEALTHY  | Failure: None            | Air: 298.9 | ProcT: 310.1 | RPM: 1529 | Torque: 39.6 | Wear: 64
[00:01:26] Step 149 | Risk: 0.2193 | Alert: HEALTHY  | Failure: None            | Air: 299.2 | ProcT: 308.2 | RPM: 1547 | Torque: 41.1 | Wear: 66
[00:01:27] Step 150 | Risk: 0.5433 | Alert: HEALTHY  | Failure: None            | Air: 301.9 | ProcT: 311.0 | RPM: 1496 | Torque: 40.8 | Wear: 68
[00:01:29] Step 151 | Risk: 0.3508 | Alert: HEALTHY  | Failure: None            | Air: 299.0 | ProcT: 310.6 | RPM: 1457 | Torque: 40.9 | Wear: 70
[00:01:31] Step 152 | Risk: 0.6696 | Alert: WARNING  | Failure: TWF             | Air: 301.7 | ProcT: 311.5 | RPM: 1533 | Torque: 39.1 | Wear: 72
[00:01:32] Step 153 | Risk: 0.3717 | Alert: HEALTHY  | Failure: None            | Air: 299.1 | ProcT: 311.0 | RPM: 1504 | Torque: 38.2 | Wear: 74
[00:01:33] Step 154 | Risk: 0.3593 | Alert: HEALTHY  | Failure: None            | Air: 298.8 | ProcT: 311.6 | RPM: 1479 | Torque: 40.3 | Wear: 76
[00:01:35] Step 155 | Risk: 0.0400 | Alert: HEALTHY  | Failure: None            | Air: 298.1 | ProcT: 309.1 | RPM: 1479 | Torque: 38.8 | Wear: 78
[00:01:37] Step 156 | Risk: 0.0119 | Alert: HEALTHY  | Failure: None            | Air: 299.8 | ProcT: 309.2 | RPM: 1494 | Torque: 41.2 | Wear: 80
[00:01:38] Step 157 | Risk: 0.2190 | Alert: HEALTHY  | Failure: None            | Air: 299.4 | ProcT: 311.3 | RPM: 1502 | Torque: 39.7 | Wear: 82
[00:01:40] Step 158 | Risk: 0.2191 | Alert: HEALTHY  | Failure: None            | Air: 298.2 | ProcT: 309.7 | RPM: 1534 | Torque: 39.9 | Wear: 84
[00:01:41] Step 159 | Risk: 0.2402 | Alert: HEALTHY  | Failure: None            | Air: 298.2 | ProcT: 310.1 | RPM: 1521 | Torque: 38.0 | Wear: 86
[00:09:13] --- Session Reset ---
[00:09:14] Step 1   | Risk: 0.0189 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1552 | Torque: 38.0 | Wear: 50
[00:09:16] Step 2   | Risk: 0.0189 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1547 | Torque: 38.0 | Wear: 50
[00:09:17] Step 3   | Risk: 0.0189 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1547 | Torque: 38.0 | Wear: 50
[00:09:19] Step 4   | Risk: 0.0191 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1552 | Torque: 38.0 | Wear: 50
[00:09:20] Step 5   | Risk: 0.0192 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1549 | Torque: 38.0 | Wear: 50
[00:09:21] Step 6   | Risk: 0.0225 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1554 | Torque: 38.0 | Wear: 50
[00:09:23] Step 7   | Risk: 0.0217 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1552 | Torque: 38.0 | Wear: 50
[00:09:25] Step 8   | Risk: 0.0237 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.4 | RPM: 1553 | Torque: 38.0 | Wear: 51
[00:09:26] Step 9   | Risk: 0.0196 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1548 | Torque: 38.0 | Wear: 51
[00:09:28] Step 10  | Risk: 0.0206 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.3 | RPM: 1552 | Torque: 38.0 | Wear: 51
[00:09:29] Step 11  | Risk: 0.0188 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1545 | Torque: 38.0 | Wear: 51
[00:09:30] Step 12  | Risk: 0.0201 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1554 | Torque: 38.0 | Wear: 51
[00:09:32] Step 13  | Risk: 0.0204 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1553 | Torque: 38.0 | Wear: 51
[00:09:34] Step 14  | Risk: 0.0205 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1554 | Torque: 38.0 | Wear: 51
[00:09:35] Step 15  | Risk: 0.0214 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.3 | RPM: 1550 | Torque: 38.0 | Wear: 52
[00:09:37] Step 16  | Risk: 0.0213 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1554 | Torque: 38.0 | Wear: 52
[00:09:38] Step 17  | Risk: 0.0229 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.4 | RPM: 1545 | Torque: 38.0 | Wear: 52
[00:09:39] Step 18  | Risk: 0.0234 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1553 | Torque: 38.0 | Wear: 52
[00:09:41] Step 19  | Risk: 0.0220 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1553 | Torque: 38.0 | Wear: 52
[00:09:42] Step 20  | Risk: 0.0206 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1551 | Torque: 38.0 | Wear: 52
[00:09:43] Step 21  | Risk: 0.0203 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.4 | RPM: 1547 | Torque: 38.0 | Wear: 53
[00:09:45] Step 22  | Risk: 0.0217 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1549 | Torque: 38.0 | Wear: 53
[00:09:46] Step 23  | Risk: 0.0217 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.3 | RPM: 1554 | Torque: 38.0 | Wear: 53
[00:09:48] Step 24  | Risk: 0.0207 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1549 | Torque: 38.0 | Wear: 53
[00:09:49] Step 25  | Risk: 0.0206 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1553 | Torque: 38.0 | Wear: 53
[00:09:51] Step 26  | Risk: 0.0203 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1551 | Torque: 38.0 | Wear: 53
[00:09:52] Step 27  | Risk: 0.0198 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1549 | Torque: 38.0 | Wear: 53
[00:09:54] Step 28  | Risk: 0.0211 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.4 | RPM: 1550 | Torque: 38.0 | Wear: 54
[00:09:56] Step 29  | Risk: 0.0203 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1551 | Torque: 38.0 | Wear: 54
[00:09:57] Step 30  | Risk: 0.0236 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1553 | Torque: 38.0 | Wear: 54
[00:09:58] Step 31  | Risk: 0.0219 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.3 | RPM: 1550 | Torque: 38.0 | Wear: 54
[00:10:00] Step 32  | Risk: 0.0237 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.3 | RPM: 1548 | Torque: 38.0 | Wear: 54
[00:10:01] Step 33  | Risk: 0.0240 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1552 | Torque: 38.0 | Wear: 54
[00:10:02] Step 34  | Risk: 0.0245 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1549 | Torque: 38.0 | Wear: 54
[00:10:04] Step 35  | Risk: 0.0240 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.4 | RPM: 1550 | Torque: 38.0 | Wear: 55
[00:10:06] Step 36  | Risk: 0.0216 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1550 | Torque: 38.0 | Wear: 55
[00:10:07] Step 37  | Risk: 0.0208 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.4 | RPM: 1549 | Torque: 38.0 | Wear: 55
[00:10:09] Step 38  | Risk: 0.0208 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1549 | Torque: 38.0 | Wear: 55
[00:10:10] Step 39  | Risk: 0.0198 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.4 | RPM: 1548 | Torque: 38.0 | Wear: 55
[00:10:11] Step 40  | Risk: 0.0206 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1551 | Torque: 38.0 | Wear: 55
[00:10:12] Step 41  | Risk: 0.0212 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1548 | Torque: 38.0 | Wear: 56
[00:10:13] Step 42  | Risk: 0.0215 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1545 | Torque: 38.0 | Wear: 56
[00:10:15] Step 43  | Risk: 0.0222 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1551 | Torque: 38.0 | Wear: 56
[00:10:16] Step 44  | Risk: 0.0215 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1545 | Torque: 38.0 | Wear: 56
[00:10:17] Step 45  | Risk: 0.0215 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1547 | Torque: 38.0 | Wear: 56
[00:10:19] Step 46  | Risk: 0.0209 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1552 | Torque: 38.0 | Wear: 56
[00:10:21] Step 47  | Risk: 0.0213 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1553 | Torque: 38.0 | Wear: 56
[00:10:22] Step 48  | Risk: 0.0214 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1546 | Torque: 38.0 | Wear: 57
[00:10:24] Step 49  | Risk: 0.0211 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1547 | Torque: 38.0 | Wear: 57
[00:10:25] Step 50  | Risk: 0.0211 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1552 | Torque: 38.0 | Wear: 57
[00:10:27] Step 51  | Risk: 0.0222 | Alert: HEALTHY  | Failure: None            | Air: 300.5 | ProcT: 310.4 | RPM: 1547 | Torque: 38.0 | Wear: 57
[00:10:28] Step 52  | Risk: 0.0229 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1550 | Torque: 38.0 | Wear: 57
[00:10:30] Step 53  | Risk: 0.0231 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1549 | Torque: 38.0 | Wear: 57
[00:10:32] Step 54  | Risk: 0.0224 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1549 | Torque: 38.0 | Wear: 57
[00:10:33] Step 55  | Risk: 0.0227 | Alert: HEALTHY  | Failure: None            | Air: 300.5 | ProcT: 310.4 | RPM: 1547 | Torque: 38.0 | Wear: 58
[00:10:35] Step 56  | Risk: 0.0231 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1554 | Torque: 38.0 | Wear: 58
[00:10:37] Step 57  | Risk: 0.0259 | Alert: HEALTHY  | Failure: None            | Air: 300.5 | ProcT: 310.5 | RPM: 1546 | Torque: 38.0 | Wear: 58
[00:10:38] Step 58  | Risk: 0.0245 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1549 | Torque: 38.0 | Wear: 58
[00:10:40] Step 59  | Risk: 0.0237 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1546 | Torque: 38.0 | Wear: 58
[00:10:42] Step 60  | Risk: 0.0211 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1551 | Torque: 38.0 | Wear: 58
[00:10:43] Step 61  | Risk: 0.0213 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1545 | Torque: 38.0 | Wear: 59
[00:10:44] Step 62  | Risk: 0.0248 | Alert: HEALTHY  | Failure: None            | Air: 300.5 | ProcT: 310.5 | RPM: 1549 | Torque: 38.0 | Wear: 59
[00:10:46] Step 63  | Risk: 0.0259 | Alert: HEALTHY  | Failure: None            | Air: 300.5 | ProcT: 310.5 | RPM: 1547 | Torque: 38.0 | Wear: 59
[00:10:48] Step 64  | Risk: 0.0278 | Alert: HEALTHY  | Failure: None            | Air: 300.5 | ProcT: 310.5 | RPM: 1546 | Torque: 38.0 | Wear: 59
[00:10:50] Step 65  | Risk: 0.0237 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1548 | Torque: 38.0 | Wear: 59
[00:10:51] Step 66  | Risk: 0.0240 | Alert: HEALTHY  | Failure: None            | Air: 300.5 | ProcT: 310.5 | RPM: 1547 | Torque: 38.0 | Wear: 59
[00:10:52] Step 67  | Risk: 0.0231 | Alert: HEALTHY  | Failure: None            | Air: 300.5 | ProcT: 310.5 | RPM: 1549 | Torque: 38.0 | Wear: 59
[00:10:54] Step 68  | Risk: 0.0239 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.5 | RPM: 1550 | Torque: 38.0 | Wear: 60
[00:10:55] Step 69  | Risk: 0.0222 | Alert: HEALTHY  | Failure: None            | Air: 300.5 | ProcT: 310.4 | RPM: 1552 | Torque: 38.0 | Wear: 60
[00:10:57] Step 70  | Risk: 0.0219 | Alert: HEALTHY  | Failure: None            | Air: 300.5 | ProcT: 310.4 | RPM: 1547 | Torque: 38.0 | Wear: 60
[00:10:58] Step 71  | Risk: 0.0224 | Alert: HEALTHY  | Failure: None            | Air: 300.5 | ProcT: 310.4 | RPM: 1546 | Torque: 38.0 | Wear: 60
[00:11:00] Step 72  | Risk: 0.0235 | Alert: HEALTHY  | Failure: None            | Air: 300.5 | ProcT: 310.4 | RPM: 1548 | Torque: 38.0 | Wear: 60
[00:11:02] Step 73  | Risk: 0.0257 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.5 | RPM: 1554 | Torque: 38.0 | Wear: 60
[00:11:03] Step 74  | Risk: 0.0266 | Alert: HEALTHY  | Failure: None            | Air: 300.5 | ProcT: 310.5 | RPM: 1548 | Torque: 38.0 | Wear: 60
[00:11:05] Step 75  | Risk: 0.0265 | Alert: HEALTHY  | Failure: None            | Air: 300.5 | ProcT: 310.5 | RPM: 1546 | Torque: 38.0 | Wear: 61
[10:47:41] --- Session Reset ---
[10:47:43] Step 1   | Risk: 0.0189 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1552 | Torque: 38.0 | Wear: 50
[10:47:44] Step 2   | Risk: 0.0189 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1547 | Torque: 38.0 | Wear: 50
[10:47:45] Step 3   | Risk: 0.0189 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1547 | Torque: 38.0 | Wear: 50
[10:47:47] Step 4   | Risk: 0.0191 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1552 | Torque: 38.0 | Wear: 50
[10:47:49] Step 5   | Risk: 0.0192 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1549 | Torque: 38.0 | Wear: 50
[10:47:50] Step 6   | Risk: 0.0225 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1554 | Torque: 38.0 | Wear: 50
[10:47:52] Step 7   | Risk: 0.0217 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1552 | Torque: 38.0 | Wear: 50
[10:47:53] Step 8   | Risk: 0.0237 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.4 | RPM: 1553 | Torque: 38.0 | Wear: 51
[10:47:55] Step 9   | Risk: 0.0196 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1548 | Torque: 38.0 | Wear: 51
[10:47:56] Step 10  | Risk: 0.0206 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.3 | RPM: 1552 | Torque: 38.0 | Wear: 51
[10:47:58] Step 11  | Risk: 0.0188 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1545 | Torque: 38.0 | Wear: 51
[10:48:00] Step 12  | Risk: 0.0201 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1554 | Torque: 38.0 | Wear: 51
[10:48:01] Step 13  | Risk: 0.0204 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1553 | Torque: 38.0 | Wear: 51
[10:48:03] Step 14  | Risk: 0.0205 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1554 | Torque: 38.0 | Wear: 51
