[12:49:17] --- Session Reset ---
[12:49:18] Step 1   | Risk: 0.0189 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1552 | Torque: 38.0 | Wear: 50
[12:49:44] Step 18  | Risk: 0.0246 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1553 | Torque: 38.0 | Wear: 52
[12:49:45] Step 19  | Risk: 0.0207 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1553 | Torque: 38.0 | Wear: 52
[12:49:46] Step 20  | Risk: 0.0205 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1551 | Torque: 38.0 | Wear: 52
[12:49:47] Step 21  | Risk: 0.0237 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.4 | RPM: 1547 | Torque: 38.0 | Wear: 53
[12:49:48] Step 22  | Risk: 0.0224 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1549 | Torque: 38.0 | Wear: 53
[12:49:49] Step 23  | Risk: 0.0207 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.3 | RPM: 1554 | Torque: 38.0 | Wear: 53
[12:49:51] Step 24  | Risk: 0.0209 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1549 | Torque: 38.0 | Wear: 53
[12:49:52] Step 25  | Risk: 0.0208 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1553 | Torque: 38.0 | Wear: 53
[12:49:53] Step 26  | Risk: 0.0200 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1551 | Torque: 38.0 | Wear: 53
[12:49:55] Step 27  | Risk: 0.0194 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1549 | Torque: 38.0 | Wear: 53
[12:49:56] --- Session Reset ---
[12:49:56] Step 1   | Risk: 0.0181 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.4 | RPM: 1550 | Torque: 38.0 | Wear: 54
[12:49:57] Step 2   | Risk: 0.0091 | Alert: HEALTHY  | Failure: None            | Air: 299.7 | ProcT: 308.4 | RPM: 1544 | Torque: 41.1 | Wear: 50
[12:49:58] Step 3   | Risk: 0.6117 | Alert: CRITICAL | Failure: OSF             | Air: 300.3 | ProcT: 310.3 | RPM: 1551 | Torque: 38.0 | Wear: 54
[12:49:59] Step 4   | Risk: 0.5043 | Alert: CRITICAL | Failure: OSF             | Air: 300.3 | ProcT: 311.2 | RPM: 1545 | Torque: 41.5 | Wear: 52
[12:50:00] Step 5   | Risk: 0.2035 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1553 | Torque: 38.0 | Wear: 54
[12:50:01] Step 6   | Risk: 0.8136 | Alert: CRITICAL | Failure: OSF             | Air: 300.9 | ProcT: 311.4 | RPM: 1538 | Torque: 41.2 | Wear: 54
[12:50:01] Step 7   | Risk: 0.4084 | Alert: WARNING  | Failure: TWF             | Air: 300.4 | ProcT: 310.3 | RPM: 1550 | Torque: 38.0 | Wear: 54
[12:50:02] Step 8   | Risk: 0.0223 | Alert: HEALTHY  | Failure: None            | Air: 301.6 | ProcT: 309.8 | RPM: 1457 | Torque: 38.5 | Wear: 56
[12:50:03] Step 9   | Risk: 0.1306 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.3 | RPM: 1548 | Torque: 38.0 | Wear: 54
[12:50:04] Step 10  | Risk: 0.0655 | Alert: HEALTHY  | Failure: None            | Air: 298.3 | ProcT: 308.9 | RPM: 1510 | Torque: 39.9 | Wear: 58
[12:50:04] Step 11  | Risk: 0.7109 | Alert: CRITICAL | Failure: HDF             | Air: 300.4 | ProcT: 310.4 | RPM: 1552 | Torque: 38.0 | Wear: 54
[12:50:05] Step 12  | Risk: 0.3983 | Alert: WARNING  | Failure: HDF             | Air: 300.4 | ProcT: 310.4 | RPM: 1549 | Torque: 38.0 | Wear: 54
[12:50:05] Step 13  | Risk: 0.0454 | Alert: HEALTHY  | Failure: None            | Air: 300.8 | ProcT: 308.5 | RPM: 1535 | Torque: 40.3 | Wear: 60
[12:50:06] Step 14  | Risk: 0.8103 | Alert: CRITICAL | Failure: TWF             | Air: 301.8 | ProcT: 308.2 | RPM: 1519 | Torque: 41.1 | Wear: 62
[12:50:07] Step 15  | Risk: 0.8685 | Alert: CRITICAL | Failure: OSF             | Air: 300.3 | ProcT: 310.4 | RPM: 1550 | Torque: 38.0 | Wear: 55
[12:50:08] Step 16  | Risk: 0.5011 | Alert: CRITICAL | Failure: TWF             | Air: 300.4 | ProcT: 310.4 | RPM: 1550 | Torque: 38.0 | Wear: 55
[12:50:08] Step 17  | Risk: 0.0777 | Alert: HEALTHY  | Failure: None            | Air: 301.6 | ProcT: 308.3 | RPM: 1491 | Torque: 40.2 | Wear: 64
[12:50:09] Step 18  | Risk: 0.8936 | Alert: CRITICAL | Failure: OSF             | Air: 300.3 | ProcT: 310.4 | RPM: 1549 | Torque: 38.0 | Wear: 55
[12:50:10] Step 19  | Risk: 0.4565 | Alert: WARNING  | Failure: TWF             | Air: 301.8 | ProcT: 308.2 | RPM: 1543 | Torque: 41.3 | Wear: 66
[12:50:10] Step 20  | Risk: 0.9132 | Alert: CRITICAL | Failure: OSF             | Air: 300.4 | ProcT: 310.4 | RPM: 1549 | Torque: 38.0 | Wear: 55
[12:50:11] Step 21  | Risk: 0.4595 | Alert: WARNING  | Failure: TWF             | Air: 298.5 | ProcT: 309.2 | RPM: 1477 | Torque: 40.6 | Wear: 68
[12:50:12] Step 22  | Risk: 0.5925 | Alert: CRITICAL | Failure: HDF             | Air: 300.3 | ProcT: 310.4 | RPM: 1548 | Torque: 38.0 | Wear: 55
[12:50:12] Step 23  | Risk: 0.3470 | Alert: WARNING  | Failure: TWF             | Air: 301.5 | ProcT: 309.1 | RPM: 1499 | Torque: 41.5 | Wear: 70
[12:50:13] Step 24  | Risk: 0.5801 | Alert: CRITICAL | Failure: HDF             | Air: 300.4 | ProcT: 310.4 | RPM: 1551 | Torque: 38.0 | Wear: 55
[12:50:14] Step 25  | Risk: 0.9116 | Alert: CRITICAL | Failure: HDF             | Air: 299.2 | ProcT: 312.0 | RPM: 1380 | Torque: 42.9 | Wear: 78
[12:50:14] Step 26  | Risk: 0.4589 | Alert: WARNING  | Failure: TWF             | Air: 300.4 | ProcT: 310.4 | RPM: 1548 | Torque: 38.0 | Wear: 56
[12:50:15] Step 27  | Risk: 0.9139 | Alert: CRITICAL | Failure: OSF             | Air: 300.2 | ProcT: 312.2 | RPM: 1353 | Torque: 47.5 | Wear: 86
[12:50:15] Step 28  | Risk: 0.4578 | Alert: WARNING  | Failure: TWF             | Air: 300.4 | ProcT: 310.4 | RPM: 1545 | Torque: 38.0 | Wear: 56
[12:50:17] Step 29  | Risk: 0.8190 | Alert: CRITICAL | Failure: HDF             | Air: 299.9 | ProcT: 311.7 | RPM: 1273 | Torque: 54.3 | Wear: 94
[12:50:17] Step 30  | Risk: 0.4118 | Alert: WARNING  | Failure: PWF             | Air: 300.4 | ProcT: 310.4 | RPM: 1551 | Torque: 38.0 | Wear: 56
[12:50:18] Step 31  | Risk: 0.0274 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1545 | Torque: 38.0 | Wear: 56
[12:50:18] Step 32  | Risk: 0.9390 | Alert: CRITICAL | Failure: HDF             | Air: 301.3 | ProcT: 311.2 | RPM: 1163 | Torque: 57.8 | Wear: 101
[12:50:20] Step 33  | Risk: 0.4809 | Alert: WARNING  | Failure: PWF             | Air: 300.4 | ProcT: 310.4 | RPM: 1547 | Torque: 38.0 | Wear: 56
[12:50:20] Step 34  | Risk: 0.9980 | Alert: CRITICAL | Failure: HDF             | Air: 302.0 | ProcT: 311.7 | RPM: 1094 | Torque: 62.9 | Wear: 108
[12:50:22] Step 35  | Risk: 0.9965 | Alert: CRITICAL | Failure: TWF             | Air: 302.0 | ProcT: 312.1 | RPM: 1024 | Torque: 66.5 | Wear: 114
[12:50:22] Step 36  | Risk: 0.5021 | Alert: CRITICAL | Failure: PWF             | Air: 300.4 | ProcT: 310.4 | RPM: 1552 | Torque: 38.0 | Wear: 56
[12:50:23] Step 37  | Risk: 0.9999 | Alert: CRITICAL | Failure: HDF             | Air: 302.2 | ProcT: 312.3 | RPM: 949 | Torque: 71.3 | Wear: 120
[12:50:24] Step 38  | Risk: 0.5023 | Alert: CRITICAL | Failure: PWF             | Air: 300.4 | ProcT: 310.4 | RPM: 1553 | Torque: 38.0 | Wear: 56
[12:50:24] Step 39  | Risk: 1.0000 | Alert: CRITICAL | Failure: HDF             | Air: 302.8 | ProcT: 312.7 | RPM: 872 | Torque: 75.6 | Wear: 125
[12:50:25] Step 40  | Risk: 0.5085 | Alert: CRITICAL | Failure: TWF             | Air: 300.4 | ProcT: 310.4 | RPM: 1546 | Torque: 38.0 | Wear: 57
[12:50:26] Step 41  | Risk: 1.0000 | Alert: CRITICAL | Failure: HDF             | Air: 303.0 | ProcT: 313.0 | RPM: 800 | Torque: 80.0 | Wear: 130
[12:50:26] Step 42  | Risk: 0.5085 | Alert: CRITICAL | Failure: TWF             | Air: 300.4 | ProcT: 310.4 | RPM: 1547 | Torque: 38.0 | Wear: 57
[12:50:36] Step 43  | Risk: 0.1238 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1552 | Torque: 38.0 | Wear: 50
[12:50:36] Step 44  | Risk: 0.4758 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1552 | Torque: 38.0 | Wear: 50
[12:50:37] Step 45  | Risk: 0.2625 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1547 | Torque: 38.0 | Wear: 50
[12:50:37] Step 46  | Risk: 0.0337 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1547 | Torque: 38.0 | Wear: 50
[12:50:39] Step 47  | Risk: 0.0188 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1547 | Torque: 38.0 | Wear: 50
[12:50:39] Step 48  | Risk: 0.0189 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1547 | Torque: 38.0 | Wear: 50
[12:50:40] Step 49  | Risk: 0.0198 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1552 | Torque: 38.0 | Wear: 50
[12:50:40] Step 50  | Risk: 0.0197 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1552 | Torque: 38.0 | Wear: 50
[12:50:41] Step 51  | Risk: 0.0194 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1549 | Torque: 38.0 | Wear: 50
[12:50:42] Step 52  | Risk: 0.0190 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1549 | Torque: 38.0 | Wear: 50
[12:50:43] Step 53  | Risk: 0.0283 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1554 | Torque: 38.0 | Wear: 50
[12:50:43] Step 54  | Risk: 0.0261 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1554 | Torque: 38.0 | Wear: 50
[12:50:44] Step 55  | Risk: 0.0205 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1552 | Torque: 38.0 | Wear: 50
[12:50:45] Step 56  | Risk: 0.0202 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1552 | Torque: 38.0 | Wear: 50
[12:50:46] Step 57  | Risk: 0.0223 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.4 | RPM: 1553 | Torque: 38.0 | Wear: 51
[12:50:47] Step 58  | Risk: 0.0203 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.4 | RPM: 1553 | Torque: 38.0 | Wear: 51
[12:50:48] Step 59  | Risk: 0.0169 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1548 | Torque: 38.0 | Wear: 51
[12:50:49] Step 60  | Risk: 0.0185 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1548 | Torque: 38.0 | Wear: 51
[12:50:49] Step 61  | Risk: 0.0215 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.3 | RPM: 1552 | Torque: 38.0 | Wear: 51
[12:50:50] Step 62  | Risk: 0.0224 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.3 | RPM: 1552 | Torque: 38.0 | Wear: 51
[12:50:51] Step 63  | Risk: 0.0214 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1545 | Torque: 38.0 | Wear: 51
[12:50:51] Step 64  | Risk: 0.0205 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1545 | Torque: 38.0 | Wear: 51
[12:50:59] --- Session Reset ---
[12:51:01] Step 1   | Risk: 0.0189 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1552 | Torque: 38.0 | Wear: 50
[12:51:02] Step 2   | Risk: 0.0189 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1547 | Torque: 38.0 | Wear: 50
[12:51:03] Step 3   | Risk: 0.0189 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1547 | Torque: 38.0 | Wear: 50
[12:51:05] Step 4   | Risk: 0.0196 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1552 | Torque: 38.0 | Wear: 50
[12:51:06] Step 5   | Risk: 0.0194 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1549 | Torque: 38.0 | Wear: 50
[12:51:08] Step 6   | Risk: 0.0287 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1554 | Torque: 38.0 | Wear: 50
[12:51:09] Step 7   | Risk: 0.0229 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1552 | Torque: 38.0 | Wear: 50
[12:51:31] --- Session Reset ---
[12:51:33] Step 1   | Risk: 0.0189 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1552 | Torque: 38.0 | Wear: 50
[12:51:34] Step 2   | Risk: 0.0189 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1547 | Torque: 38.0 | Wear: 50
[12:51:36] Step 3   | Risk: 0.0189 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1547 | Torque: 38.0 | Wear: 50
[12:51:37] Step 4   | Risk: 0.0196 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1552 | Torque: 38.0 | Wear: 50
[12:51:39] Step 5   | Risk: 0.0194 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1549 | Torque: 38.0 | Wear: 50
[12:51:40] Step 6   | Risk: 0.0287 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1554 | Torque: 38.0 | Wear: 50
[12:51:42] Step 7   | Risk: 0.0229 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1552 | Torque: 38.0 | Wear: 50
[12:51:43] Step 8   | Risk: 0.0251 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.4 | RPM: 1553 | Torque: 38.0 | Wear: 51
[12:51:45] Step 9   | Risk: 0.0208 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1548 | Torque: 38.0 | Wear: 51
[12:51:46] Step 10  | Risk: 0.0204 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.3 | RPM: 1552 | Torque: 38.0 | Wear: 51
[12:51:47] Step 11  | Risk: 0.0200 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1545 | Torque: 38.0 | Wear: 51
[12:51:49] Step 12  | Risk: 0.0203 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1554 | Torque: 38.0 | Wear: 51
[12:51:50] Step 13  | Risk: 0.0212 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1553 | Torque: 38.0 | Wear: 51
[12:51:52] Step 14  | Risk: 0.0205 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1554 | Torque: 38.0 | Wear: 51
[12:51:53] Step 15  | Risk: 0.0231 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.3 | RPM: 1550 | Torque: 38.0 | Wear: 52
[12:51:55] Step 16  | Risk: 0.0220 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1554 | Torque: 38.0 | Wear: 52
[12:51:56] Step 17  | Risk: 0.0245 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.4 | RPM: 1545 | Torque: 38.0 | Wear: 52
[12:51:58] Step 18  | Risk: 0.0246 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1553 | Torque: 38.0 | Wear: 52
[12:51:59] Step 19  | Risk: 0.0207 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1553 | Torque: 38.0 | Wear: 52
[12:52:01] Step 20  | Risk: 0.0205 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1551 | Torque: 38.0 | Wear: 52
[12:52:03] Step 21  | Risk: 0.0237 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.4 | RPM: 1547 | Torque: 38.0 | Wear: 53
[12:52:04] Step 22  | Risk: 0.0224 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1549 | Torque: 38.0 | Wear: 53
[12:52:05] --- Session Reset ---
[12:52:06] Step 23  | Risk: 0.0207 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.3 | RPM: 1554 | Torque: 38.0 | Wear: 53
[12:52:06] Step 1   | Risk: 0.0189 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1552 | Torque: 38.0 | Wear: 50
[12:52:08] Step 24  | Risk: 0.0209 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1549 | Torque: 38.0 | Wear: 53
[12:52:08] Step 2   | Risk: 0.0189 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1547 | Torque: 38.0 | Wear: 50
[12:52:09] Step 3   | Risk: 0.0189 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1547 | Torque: 38.0 | Wear: 50
[12:52:09] Step 25  | Risk: 0.0208 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1553 | Torque: 38.0 | Wear: 53
[12:52:10] Step 4   | Risk: 0.0196 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1552 | Torque: 38.0 | Wear: 50
[12:52:10] Step 26  | Risk: 0.0200 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1551 | Torque: 38.0 | Wear: 53
[12:52:12] Step 5   | Risk: 0.0194 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1549 | Torque: 38.0 | Wear: 50
[12:52:12] Step 27  | Risk: 0.0194 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1549 | Torque: 38.0 | Wear: 53
[12:52:13] Step 6   | Risk: 0.0287 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1554 | Torque: 38.0 | Wear: 50
[12:52:14] Step 28  | Risk: 0.0248 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.4 | RPM: 1550 | Torque: 38.0 | Wear: 54
[12:52:15] Step 7   | Risk: 0.0229 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1552 | Torque: 38.0 | Wear: 50
[12:52:15] Step 29  | Risk: 0.0208 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1551 | Torque: 38.0 | Wear: 54
[12:52:16] Step 8   | Risk: 0.0251 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.4 | RPM: 1553 | Torque: 38.0 | Wear: 51
[12:52:17] Step 30  | Risk: 0.0291 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1553 | Torque: 38.0 | Wear: 54
[12:52:18] Step 9   | Risk: 0.0208 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1548 | Torque: 38.0 | Wear: 51
[12:52:19] Step 31  | Risk: 0.0244 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.3 | RPM: 1550 | Torque: 38.0 | Wear: 54
[12:52:20] Step 10  | Risk: 0.0204 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.3 | RPM: 1552 | Torque: 38.0 | Wear: 51
[12:52:20] Step 32  | Risk: 0.0224 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.3 | RPM: 1548 | Torque: 38.0 | Wear: 54
[12:52:21] Step 11  | Risk: 0.0200 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1545 | Torque: 38.0 | Wear: 51
[12:52:22] Step 33  | Risk: 0.0300 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1552 | Torque: 38.0 | Wear: 54
[12:52:23] Step 34  | Risk: 0.0255 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1549 | Torque: 38.0 | Wear: 54
[12:52:23] Step 12  | Risk: 0.0203 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1554 | Torque: 38.0 | Wear: 51
[12:52:24] Step 13  | Risk: 0.0212 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1553 | Torque: 38.0 | Wear: 51
[12:52:25] Step 35  | Risk: 0.0210 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.4 | RPM: 1550 | Torque: 38.0 | Wear: 55
[12:52:26] Step 14  | Risk: 0.0205 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1554 | Torque: 38.0 | Wear: 51
[12:52:27] Step 36  | Risk: 0.0227 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1550 | Torque: 38.0 | Wear: 55
[12:52:28] Step 15  | Risk: 0.0231 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.3 | RPM: 1550 | Torque: 38.0 | Wear: 52
[12:52:28] Step 37  | Risk: 0.0207 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.4 | RPM: 1549 | Torque: 38.0 | Wear: 55
[12:52:30] Step 38  | Risk: 0.0208 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.4 | RPM: 1549 | Torque: 38.0 | Wear: 55
[12:52:30] Step 16  | Risk: 0.0220 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.3 | RPM: 1554 | Torque: 38.0 | Wear: 52
[12:52:31] Step 39  | Risk: 0.0203 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.4 | RPM: 1548 | Torque: 38.0 | Wear: 55
[12:52:31] Step 17  | Risk: 0.0245 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 310.4 | RPM: 1545 | Torque: 38.0 | Wear: 52
